name,title,star,contents,date
같이 읽고 함께 나누는 독서수업방법,그림동화를 같이 쓰기,5점,"동화책을 좋아하는 할머니 선생님이 되는 꿈이 있었는데,
이번 연수를 들으면서 이현아 선생님께서 하는 방법을 빨리 우리 반 아이들에게 적용해 보고 싶습니다.
그림동화를 보면서 편안해지는 마음의 흐름을 공유하며
아이들의 그림일기를 동화로 엮어 책으로 펴내고 싶은 강한 유혹을 받은 연수.
오랜만에 좋은 연수 듣게 하신 T-셀파연수원에 감사를 전합니다.",2021.10.06
통통한 과학이야기 1,과학사를 재미있게 접근할 수 있는 연수,5점,"사실..학교 다닐때 과학을 못했고 어려워했었는데
이번 연수를 듣다보니
재미있더라구요~^^
어려워보이지만 쉽고 이야기식으로 풀어내는 과학사..
교재도 무료로 주니 더더 만족했어요.
다음엔 통통한 과학이야기 2를 듣고 싶네요^^",2021.10.06
쉽게 배우고 활용하는 교실 속 손그림 그리기,쉽게 사용할 수 있는 그림,5점,수업시간 그림을 사실적으로 그리려고 하여 어려웠는데 이 연수를 듣고 도형을 이용하여 쉬운 그림으로 나타내어 보는것이 재미있고 유익한 연수였습니다.,2021.10.05
그림을 통해 만나는 우리 아이,이해하기 쉽고 수업에 적용하기 유익한 강의,5점,상담이 필요한 아이들에게 미술로 친근하게 다가갈 수 있고 아이의 마음을 조금 열 수 있는 방법을 하나 알아가는 것 같아서 좋았습니다,2021.10.05
메이슨의 Travel English,여행 처음부터 끝까지 준비 완벽합니다.,5점,여행 영어가 완벽하게 준비되었으니 빨리 여행을 가고 싶네요. 좋은 연수 감사합니다. ^^,2021.10.04
세상에서 제일 쉬운 과학 이야기,너무 유익한 시간 이었습니다.,5점,과학 교사라면 한번쯤 들어야할 연수라고 생각합니다. 너무 너무 감사합니다.,2021.10.03
메이슨의 Travel English,옆 반 선생님의 추천! 만족입니다.,4점,여행을 자주 다니시는 옆반 선생님의 추천으로 듣게 되었습니다. 현장에서 바로 쓸 수 있는 실용 영어라 아주 잘 써먹을 것 같아요.,2021.10.01
교육과정을 뒤집다! 백워드 통합단원 설계,최고의 백워드 통합설계,5점,교육과정 재구성 시 유용한 팁을 많이 얻어갑니다. 특히 저경력 선생님들께 추천합니다.,2021.10.01
7인의 전문의와 함께하는 메디컬 콘서트,7인의 전문의와 함께하는 메디컬 콘서트,5점,"저는 병원에 갈 때마다 항상 느끼는 것이 있습니다. 병원에 도착하기 전에는 아프지 않지만 검진 결과가 좋지 않으면 어떻하지 입니다.지금은 건강에 대한 정보가 넘쳐나서 어떠한 것이 나한테 잘 맞는지 모를 정도입니다. 정보 검색하다가 시간이 다 빼앗기니까요. 그리고 잘못된 정보도 많아서 어떤 정보가 맞는지 잘 모르기도 합니다.

하지만 티셀파의 <7인의 전문의와 함께하는 메디컬 콘서트>라는 연수를 선택하신 선생님들께서는 학교 생활과 일상 생활에서 앞서 제가 한 고민없이도 건강을 챙기실 수가 있습니다.

연수 내용에서 하나 하나 나열된 글과 사진, 동영상 자료들을 보면서 내가 이미 알고 있던 지식들과 어떻게 다른지 알수가 있습니다. 그리고 선생님들의 꼼꼼한 설명은 쉽게 이해가 잘 되고 한번 들으면 잘 잊어먹지 않습니다. 연수 내용이 신뢰가 가고 선생님들께서 쉽고 재미있게 위트있게 설명하여 주십니다. 그래서 연수가 끝나도 재복습도 하고싶은 마음이 단연 듭니다. 연수 복습 기간도 길어서, 인터넷이 연결되어 있는 공간에는 평소에 옆에 두고 두고 보실 수 있으십니다.

젊었을 때는 건강 하나 보고 밤도 새고 그랬는데 이제는 세월의 흐름을 거스를 수 없음을 느낍니다. 겉은 멀쩡해 보여도 속은 저도 모르게 변하고 이전과는 달라지고 있습니다.

이제는 이 연수가 연수가 아닌 저만의 <전자 주치의>가 된 기분입니다. 다양한 방면에서 검증을 거친 선생님들의 전용 주치의가 이제는 클릭 한번으로 선생님들을 방문합니다. 꼭 연수 들어보시고 선생님들의 건강은 건강하실 때, 젊었을 때부터 지키셨으면 합니다.

<7인의 전문의와 함께하는 메디컬 콘서트> 연수를 만들어주신 티셀파 연수 담당자님, 감사드립니다. 앞으로 더 좋은 건강 연수 만들어주셨으면하고 부탁드립니다. 오늘도 화이팅하세요.",2021.09.30
"행복한 학급 만들기, 학생과 교사 자존감 수업",지친 제게 큰 도움 되는 연수입니다.,5점,"행복한 학급, 학생과 교사의 자존감 회복에서부터 시작할것 같은 생각에 연수를 신청했어요.
학생들 지도에 지치고, 학부모 상담에 지쳐가는 제게 작은 희망을 주는 연수였습니다.",2021.09.29
손그림과 파워포인트로 교실 속 콘텐츠 만들기,자신감이 조금 생겼어요.,5점,간단한 그림 그리기라도 자신 없던 제게 한 번 해 볼까? 시도할 수 있게 하는 연수였습니다.,2021.09.29
초등 고학년 탐구생활,아이들 심리를 좀 더 알게 되었어요.,5점,"사춘기 자녀를 두고 있어서 연수를 신청했는데 왜 저런 행동을 할까, 싶었던 아이들의 행동이 조금씩 이해가 되었습니다. 남학생과 여학생의 심리와 행동양상을 분리해서 소개해 줘서 더 이해가 잘 되었습니다.
학급 아이들 지도는 물론 자녀 지도에도 큰 도움 받았습니다.",2021.09.29
손그림과 파워포인트로 교실 속 콘텐츠 만들기,다양한 콘텐츠를 만들 수가 있어요.,5점,"쉽게 손그림을 그릴 수 있는 방법을 알려주시며, 손그림을 학급경영과 학급환경에 어떻게 적용할 수 있을지 알려주십니다. 또한 파워포인트를 통해 다양한 이미지를 꾸미는 것도 즐거웠답니다.",2021.09.29
초등학생 탐구생활,생활 지도에 정말 도움이 되는 연수,5점,"초등학생들의 행동패턴과 원인, 속마음을 알 수가 있었습니다. 생활지도를 하는 데에 큰 도움이 되었습니다.",2021.09.29
그림검사와 다양한 기법으로 만나는 미술치료,아이의 특성을 제대로 알고 싶다면....,5점,"미술 치료를 통해 특이한 행동을 보이는 학생을 자세히 알아갈 수가 있답니다. 실제 적용해보니 학생들도 신기해하고, 생활지도에 큰 도움이 되었답니다.",2021.09.29
수업을 살리는 체육 레시피,체육 수업이 자신 있습니다!!!,5점,체육 교구만 가지고 체육 수업을 하기가 막막하였는데요. 이제는 다양한 놀이와 피드백으로 수업을 할 수 있을 것 같아요.,2021.09.29
같이 읽고 함께 나누는 독서수업방법,독서 수업이 막막하지 않아요!,5점,다양한 방법의 독서 수업을 익힐 수가 있습니다. 지루하지 않고 재미있게 하는 방법을 알려주어서 더더욱 즐거워요!!!,2021.09.29
당장 따라 할 수 있는 사계절 학급운영+이벤트,재미있는 학급 운영의 정석!!!,5점,다양한 이벤트와 함께 행복한 학급 운영을 할 수 있는 방법을 알려주는 연수입니다.,2021.09.29
온작품 읽기와 그림을 활용한 깊이 있는 수업,온작품 읽기 수업의 정석,5점,온작품 한권 읽기를 통해 깊이 있게 수업을 할 수 있는 방법을 배우는 연수였습니다.,2021.09.29
"하루 20분, 상황별 생활영어회화",조금 쉽지만 도움이 되었습니다.,5점,하루 20분만 투자하면 영어회화를 공부할 수 있는 점이 좋습니다. 고급단계도 개설해주시면 좋겠습니다.,2021.08.23
SNS 잉글리시 톡,재미있게 영어를 배울 수 있어요,5점,SNS상에서 사용하는 표현들이라 재미있게 영어를 배울 수 있었습니다.,2021.08.23
English Grammar in Use,오류가 적지 않아 아쉬웠어요..,3점,"수업 구성은 좋았는데 전체 강의에서 오류가 종종 있네요.
특히 퀴즈나 요약 부분에서 오타가 있었습니다.
정말 영문법이 기초인 사람은 오타를 구분하지 못하고 잘못 학습할 수도 있겠다는 생각에 아쉬움이 남았습니다.
그동안 다른 강의에서는 이렇게 오류를 많이 찾지 못했고,
수강료가 저렴한 강의도 아닌데 퀄리티가 좀 아쉬웠습니다.",2021.08.20
손그림과 파워포인트로 교실 속 콘텐츠 만들기,자체제작 자신감 UP!,5점,"머리속에 있는 걸 실현화하기 위해서는 항상 열심히 구글링을 했어야 했는데요, 구글링을 아무리 해도 '나에게 딱 맞는 콘텐츠 이미지'를 찾기는 쉽지 않았어요. 그런데 이 연수를 통해 '내가 만들면 되는구나!'라는 생각과 자신감을 갖게 되었습니다.

이 연수의 장점 중 하나는 손그림과 파워포인트, 즉 아날로그와 디지털 두 가지 버전을 모두 알려준다는 점입니다. 아날로그 특유의 장점을 살릴 수 있는 방법도 알려주고, 저처럼 아날로그는 아직 자신이 없지만 얼른 콘텐츠를 만들고 싶은 분들을 위해 어느정도 퀄리티가 보장되는 디지털(파워포인트)를 활용하는 방법도 알려주죠. 손그림도 그리는 것뿐만 아니라 디지털화하는 방법까지 알려주셔서 실제적으로 필요한 기술을 많이 배울 수 있었습니다.

강의를 따라하다보면 그간 온라인에서 본 자료들같은 퀄리티의 작품이 제 손에서 탄생하더라고요. 참 경이로운 순간이었습니다. 앞으로 이 연수에서 들은 것을 복습하며 계속 자체제작 콘텐츠를 만들어서 풍족한 교육환경을 만들고 싶습니다 :). 감사합니다.",2021.08.20
강의의 품격,제 수업강의에 품격을 더할 수 있어서 좋아요^^,5점,학생들에게 더 나은 수업을 보여주고자 늘 노력하고 있었는데 강의의 품격을 통해 좋은 수업에 대한 갈증을 해결할 수 있어서 너무 좋았습니다. 자세하고 구체적인 강의 현장 사례를 통하여 내실있는 해법과 대응방법을 알 수 있어서 좋았습니다^^,2021.08.19
"김준우의 톡(Talk)톡(Talk)한국사, 한국사능력검정시험-근현대사",역사를 다시 한번 짚어볼 수 있었습니다.,5점,"역사를 잘 이해하고 정확히 알고 있어야 하는데, 공부한지 오래되어서 이제는 가물가물 기억이 나지도 않고, 단어도 잘 떠오르지 않고..다시 한번 쭉 살펴보고 싶었는데요. 한번에 정리가 잘 되는 강의였습니다. 외우면서 듣지 않고 흘려들었어요. 반복 가능한 기간 동안 다시 한번 더 들을 계획입니다.",2021.08.17
세상에서 제일 쉬운 과학 이야기,과학사 흐름을 쉽게 이해할 수 있어요,5점,"평소 과학적 소양이 부족했는데, 관련 교재를 받을 수 있다고 해서 책도 읽고 강의도 들으면서 과학사 이해를 높을 수 있는 기회가 될 것 같아서 신청했습니다. 학창시절 교과서에서 나왔던 내용, 대부분 암기로 끝났는데, 이렇게 다시 되짚어보니, 과학에 대한 호기심이 생기는 연수였습니다.",2021.08.17
English Grammar in Use,문법 정리하는데 도움이되요,5점,잊고 있었던 문법을 한번 다시 살펴보고 문장 구성에 도움을 받을 수 있었던 연수입니다.,2021.08.17
쉽게 배우고 활용하는 교실 속 손그림 그리기,재미있는 손그림 그리기 연수,5점,부족하고 어려워했던 그림그리기를 단순화하고 체계적으로 쉽게 그릴 수 있는 방법을 알주려어 자신감있게 그림을 그리게 되었습니다. 필요한 준비물도 보내주어 따로 준비할 것 없이 손그림 그리기를 할 수 있는 점도 좋은 부분이었습니다.,2021.08.17
쉽게 배우고 활용하는 교실 속 손그림 그리기,이런 연수는 교사의 힐링입니다.,5점,"학기에서 받았던 스트레스를 해소할 수 있는 힐링이 되었습니다.
초등학생뿐만 아니라...모든 학생들을 가르치는 선생님들한테 도움이 되는 연수입니다. 책도 읽을 예정입니다.
이런 연수 저장각입니다.",2021.08.16
손그림과 파워포인트로 교실 속 콘텐츠 만들기,미술에 손재주가 없는 저에게 자신감을,5점,"미술에 손재주가 많이 없어서 칠판에 그림을 그리고 싶어도 잘 그리지 못했지만 표현하고자 하는 핵심 요소만으로도 역동적인 표현하는 방법을 알 수 있었습니다.
간단한 파워포인트 능력으로도 학급운영에 필요한 파워포인트 응용 능력을 가질 수 있었습니다.
혼자 실습하는데 시간이 부족했지만 복습시간을 가져서
제 자신만의 것으로 만들 수 있도록 하겠습니다.
감사합니다.",2021.08.16
활동하고 토론하는 통합사회 수업방법,통합사회 연수 유익합니다.,5점,"활동 중심의 통합사회를 도대체 어떤 방식으로 가르쳐야 하는지 감이 잘 잡히지 않았는데
연수 듣고 많은 도움 되었습니다.
당장 2학기부터 학생들에게 활용해 보려고 합니다.",2021.08.16
'척' 하면 '딱' 붙는 대입 진학지도,대입 연수는 매번 들어도 어렵습니다.,5점,"대입관련 연수는 매년 들어도 들을때마다 새롭고 너무 어렵습니다.
대입 관련 용어부터 알기 쉽게 차근차근 설명해 주셔서 많은 도움 되었습니다.
연수를 바탕으로 학생들 진학 상담 시 유용하게 활용할수 있을 것 같아 기쁩니다.",2021.08.16
같이 읽고 함께 나누는 독서수업방법,독서교육할 때 가졌던 의문점을 모두 해소해 주는 연수,5점,"학급에서 독서교육을 올해 본격적으로 시작하고 많은 의문점을 가지게 되었습니다.
발문의 적절한 시기, 발문의 방법, 독서 전,중, 후 활동들의 대한 아이디어, 읽기만 하는 어린이가 아니라 자신의 내면의 이야기를 펼쳐내 보이는 책만들기까지 궁금한 점이 많았습니다. 그런 내용들이 차시별로 잘 설명되어 있어서 좋았습니다.
독서교육을 하면서 점점 욕심내 보는 단계가 있는데 그것까지 모든 것을 알려주는 연수라 처음부터 끝까지 집중해서 공부하게 되었습니다.
연수를 적극 추천합니다.",2021.08.16
메이슨의 Travel English 2,표현들을 정리해서 꾸준히 연습하면 도움이 많이 되겠네요.,5점,"간단한 문장들이어서 사실 무슨 뜻인지 알고, 해석하는 것은 쉽지만 그런 표현들이 입 밖으로 안 나오는게 문제이지요. 일상적으로 쓸 수 있는 간단한 표현들을 다양하게 알려주셔서 좋습니다. 강의에 소개된 표현들을 정리해서 꾸준히 소리내어 연습하는 것은 본인의 몫이겠죠? 그리고 혼동하기 쉬운 발음을 자세하게 짚어주시며 연습시켜 주는 부분도 좋네요^^ 당연히 알거라고 생각하고 대충 넘어가지 않는 것 같아요. 한 강의에 25분~30분 정도 되고, 매 강의마다 진행되는 패턴이 비슷해서 살짝 지루함을 느낄 수도 있는 부분인데 각각의 상황에 맞는 표현들이 다양하게 계속해서 소개되어, 그걸 정리하고 있으면 지루할 틈이 없네요. 강의를 보고, 듣고 하는 것도 중요하지만 진짜 내 것으로 만들기 위해서는 혼자서 소리내어 열심히 말하는 연습이 많이 필요할거라고 생각합니다. 그래서 강사 선생님도 강의 중에 따라 읽으라고 하시는 거구요~^^ 여행가서 영어를 사용해 볼 수 있는 날이 하루 빨리 오길 바랍니다..",2021.08.12
그림검사와 다양한 기법으로 만나는 미술치료,나를 돌아보는 연수,5점,"나를 돌아보는 연수가 되었습니다.
미술치료에 대한 이해도 되어 미술시간과 해 볼 수 있는 것도 많이 알게 되었습니다. 찬찬히 알려주시는 강사선생님의 말씀이 참 좋았습니다.
감사합니다.
천천히 다시 한 번 들어보면서 복습하겠습니다.",2021.08.11
"하루 20분, 컬쳐 리스닝 픽업",문화재도 알고 영어도 익히고 일석이조,5점,"강사님들이 서로 대화하면서 각 지역의 문화재를 영어로 소개하고 또 생각도 나누는 강좌였습니다.
저는 경주에서 근무하고 있는데 사실 경주는 도시 전체가 문화재인데 그동안 경주에 대해 모르고 있었던 사실들에 대해 잘 알게 되었습니다.
그리고 경주뿐만 아니라 안동, 서울 등의 각 도시에 있는 유면한 문화재도 소개해 주어 리스닝에 많은 도움이 되었습니다.",2021.08.10
"하루 20분, 컬쳐 리스닝 픽업",우리가 영어를 배워야 하는 진짜 이유를 깨닫게 해주는 연수,5점,"어떤 영어 연수를 들어야 할지 고민하며 이런 저런 다양한 영어연수 제목과 내용을 살피던 중 정말 너무도 새로운 연수 내용에 확 끌리게 되었습니다. 보통의 영어 연수 하면 여행 영어, 생활 영어가 대부분이지만 <하루 20분, 컬쳐 리스닝 픽업>이라는 이 연수는 21세기, 4차 산업혁명시대에 걸맞는 최고의 연수라고 생각되어 선택하게 되었습니다. 제가 제목에도 썼듯이 우리가 영어를 배우는 목적은 매우 다양하겠지만 결국의 궁극적인 최종 목적은 우리 것을 외국에 알리기 위해서일 것입니다. 외국의 문화 예술 음식 등에만 관심을 가졌던 그 동안의 우리에서 한 걸음 나아가 우리것을 세계에 알리는 것이야말로 진정한 기쁨과 보람을 느낄 수 있을 것입니다. 이 <하루 20분, 컬쳐 리스닝 픽업> 연수는 나도 잘 몰랐던 우리의 문화와 전통에 대해 더 잘 알게 해 줬을 뿐만 아니라 그동안 미처 깨닫지 못했던 우리민족의 멋짐과 미에 대해 심도있게 배울 수 있는 매우 알찬 연수였습니다. 특히 너무 인상깊었던 점은 Fun and Peculiar part로서 외국인의 시각에서 우리의 전통 물건의 쓰임새에 대해 맞히는 게임이었습니다. 정말 재미있고 유익했습니다. 심지어 몇개는 저도 모르는게 나와서 많이 배우는 계기도 되었습니다. 저는 이 연수를 계속 들으면서 리스닝 실력도 키우겠지만 그보다 먼저 여기에 나온 경복궁, 창덕궁, 전등사, 경주, 안동하회마을, 수원 화성 등 우리의 자랑스러운 문화재에 대한 영어표현을 열심히 공부하고 외워서 학생들에게도 소개하고 지도할 뿐만 아니라 외국인 친구들에게도 자랑스럽게 소개하고 싶습니다. 이런 멋진 연수를 만들어 주셔서 정말 감사드리비니다. 이 연수는 우리가 영어를 배워야 하는 진짜 이유에 대해 깨닫게 해주는 소중하고 재밌고 알찬 연수입니다. 꼭 들어보시기 바랍니다. 강추합니다.",2021.08.08
초등 저학년 남학생 탐구생활,초등 저학년 남학생의 마음을 알 수 있는 연수,5점,"연수는 작년에 들었는데 왜 후기 작성을 안 했는지....
처음으로 1학년 담임을 맡게되면서 두려운 마음에 당장 신청하여 들을 연수입니다. 물론 작년 코로나19로 인해 아이들을 많이 만나지 못했지만 아가들을 만나기 전에 마음의 준비를 할 수 있는 시간이었습니다.",2021.08.07
"행복한 학급 만들기, 학생과 교사 자존감 수업",정신건강에 도움을 주는 연수,5점,"교사가 감정의 쓰레기통이라는 말이 참 씁쓸한 상황입니다. 이런 상황에서도 각자의 자리에서 하루하루 살아가는 선생님들께 도움을 주는 연수 같습니다. 물론 다양한 방법, 활동을 안내해주시려느라 깊이가 부족한 것 같다는 아쉬움이 들기도 했습니다.",2021.08.07
메이슨의 Travel English 2,영상볼륨 불만,4점,"강사님 목소리와 발음이 정확하게 잘 안들려요
그런데 퀴즈단계와 정리단계의 안내멘트는 또 너무 커요~

왼쪽 배너구성도 좀...
강의실을 클릭하면 학습목차가 쭉 나오도록 구성되어 있으면 좋겠어요
학습현황이라는 메뉴를 다시 클릭하지 않고 강의실입장만으로 목차와 학습완료가 한꺼번에 보이면 좋겠습니다.",2021.08.07
메이슨의 Travel English,영어연수 후기,5점,여행갈 때마다 영어 좀 배워 둘 걸 하고 늘 후회했어요. 그런데 막상 배우려면 시간도 노력도 만만치 않고 또 왠지 어렵기만 했는데 메이슨 선생님의 연수로 들으니 시간도 절약되고 여러모로 흡족하네요. 여행하면서 영어가 꼭 필요한 상황을 딱딱 집어서 쉬운 표현으로 가르쳐 주시는 것도 좋았구요. 저처럼 해외 갈 때마다 심란해지는 분들께 매우 매우 강추합니다. ^^,2021.08.06
스토리텔링을 활용한 초등수학 수업,실제 수업 장면이 도움이 됩니다.,5점,실제 수학 수업의 장면을 볼 수 있어서 큰 도움이 되었습니다. 유익한 연수 감사합니다.,2021.08.06
메이슨의 패턴잉글리쉬,좋습니다.,5점,많은 도움이 되었습니다.,2021.08.05
독립운동 현장읽기 - 의병전쟁,의병운동의 역사,5점,의병은동이 의병전쟁으로 확대·발전해 나가는 과정을 알고 있었고 전국 각지에서 의병 운동 및 전쟁이 끊임없이 이루어지고 있었음을 알고 있었지만 이 강의의 덕분으로 디테일하게 알 수 있게 되어 뜻깊은 연수였습니다. 앞으로 의병활동에 관심을 갖고 강원도 지역의 의병활동을 사료를 통해 조사해 보고 논문을 일년에 한평이라도 쓰 계획임.,2021.08.05
독립운동 현장읽기 - 의병전쟁,디테일한 의병운동 설명 감사합니다.,5점,대충 배워 알고있던 의병운동을 자세히 다시배우는 계기가 되었습니다. 우리의 역사를 바르게 알고 배워나가야 후대의 역사도 잘 이해하는 기회가 될 것 같습니다. 감사합니다.,2021.08.04
초등 고학년 탐구생활,고학년을 맡는 모든 선생님들께 추천드립니다.,5점,"1학년만 2년 연속하다가 6학년은 4년만에 맡는 상황이라서 상당히 부담감이 심했는데...
동학년 선생님의 추천으로 이 연수를 들으면서 조금이나마 마음의 짐을 덜 수 있어서 좋았습니다.
고학년이다보니 연수 듣는 시간 내는 것도 쉽지 않은데 우선 15시간이라는 연수 시간 덕분에 부담없이 들을 수 있고,
고학년 담임으로서 느낄 수 있는 다양한 상황별 어려움에 대한 조언들이 잘 정리되어 있어 큰 도움이 되었습니다.^^
2학기에도 연수 복습하면서 무탈하게 6학년 아이들과 학년을 마무리할 수 있길 바라며.. 고학년 담임선생님들께 이 연수 추천합니다~!",2021.08.03
같이 읽고 함께 나누는 독서수업방법,알찬 독서수업방법에 대해 배우고 싶다면,5점,"평소 독서수업에 대해 관심이 있지만 어떻게 아이들에게 적용하면 좋을지 방법적인 면에서 고민이 많았습니다.
<같이 읽고 함께 나누는 독서수업방법> 연수를 들으면서 현장에 계시는 선생님들의 좋은 방법을 배울 수 있었고
실제로 수업에 적용해보고 싶은 방법들이 많아서 독서수업에 관심이 있는 분들께는 도움이 많이 될 것 같습니다.
이 연수를 들으면서 느꼈던 건 혼자서 고민하기보다는 함께 공유하고 연구할수록 더 좋은 수업 방법을 모색할수 있다고 생각되서
기회가 된다면 마음이 맞는 선생님들에게 이 연수를 추천해서 다양한 독서수업에 대해 함께 연구할 수 있는 모임을 만들고 싶네요.^^",2021.08.03
일본어 마스터 2,중급자를 위한 최고의 강의!,5점,"고등학교 때 제2외국어로 일본어를 조금 배우다가 성인이 되면서 완전히 잊고 살았습니다.
그 동안 공부한게 아깝기도 하고 코로나가 끝나고 일본 여행을 갈 나날을 생각하며 강의를 수강하였습니다.


1. 자연스러운 대화문
- 인위적이지 않고 실제 있음직한 상황을 대화로 풀어내어 재미있게 익힐 수 있었습니다.
- 특히 일본에 간 유학생들 간의 대화를 통해 외국인으로서 사용할 법한 표현들을 익힐 수 있었습니다.

2. 반복적인 발화 연습
- 느린 속도, 보통 속도로 여러 차례 따라 말하면서 일본어 발음과 억양에 단계적으로 익숙해질 수 있습니다.
- 선생님들이 강의 중에도 여러차례 말씀하시기도 해 발화 연습을 하기에 매우 좋은 구조의 강의입니다.

3. 재미있는 경험담과 문화적 요소
- 선생님들께서 일본에서 겪은 일이나 상황을 중간중간에 이야기해주셔서 기억에 더 잘 남았습니다.
- 한국과 문화적인 요소들을 비교하며 일본어와 일본 문화에 대한 흥미가 더 생겼습니다.

상급자 강의도 생기면 어서 듣고 싶습니다!
오츠카레사마데시타!",2021.08.02
문학 속 지리 이야기,재미있는 연수,4점,문학의 배경을 알고 들으니 더 흥미롭고 유익한 연수가 되었습니다.,2021.08.02
"행복한 학급 만들기, 학생과 교사 자존감 수업","온라인 연수 듣고, 자존감 뿜뿜!",5점,ㅇ,2021.08.02
나만의 여행책 만들기,보이는 것보다 보이지 않는 것이 더 많은 매력 넘치는 연수,5점,"누구나 여행을 갔을 때 그 소중한 순간을 잘 기록하고 싶잖아요. 저는 여행을 갈 때마다 매번 글을 쓰지는 않지만 사진으로 항상 기록물을 남겼어요. 그러던 중 이 많은 사진을 한 번 정리하면 좋겠다는 생각을 했고 이 연수를 듣게되었어요.
사실 처음에는 큰 기대를 안하고 들어서 여행책 만드는 대략적인 방법을 알려주겠다 싶었는데...
이게 왠걸? 글쓰는 방법, 사진찍는 방법, 구성하는 방법 등 정말 세세하게 알려주시더라요. 물론 책을 만들 때 전부 필요한 부분이지만 이렇게 세심하게 알려주실 줄 몰랐어요. 그래서 생각치도 못한 부분들을 알게 되서 좋았고(더불어 출판할 때의 출판사와의 입장차이 등과 같은 소소한 썰들도 좋았어요!) 그리고 매 연수 끝에는 각 나라별 소개, 여행 장소 등을 알려줘서 그 나라로 여행을 가고 싶다는 생각까지 들었습니다.
'꿩먹고 알먹기'라는 말처럼 여행책을 만드려고 하다가, 글쓰기도 배우고 사진찍기도 배우고 여행가려는 마음도 생겼네요~ 정말 보이는 것보다 보이지 않는 것이 더 많은 매력 넘치는 연수에요!
빨리 코로나 끝나고 국내든 해외든 여행가고 싶네요~",2021.08.02
디바 제시카의 왕초보 영어 따라잡기,연수후기,5점,기초부터 차근하게 잘 배웠습니다.,2021.07.30
손그림과 파워포인트로 교실 속 콘텐츠 만들기,파워포인트,5점,파워포인트를 이용하여 다양한 경험을 할수있어 좋았습니다.,2021.07.30
"김준우의 톡(Talk)톡(Talk)한국사, 한국사능력검정시험-전근대사",연수후기,5점,한국사에 대해 다시 복습할 수 있었던 연수였습니다.,2021.07.28
교과서 속 세계문화유산,연수후기,5점,연수를 통해 우리나라의 세계문화유산에 대해 자세히 알 수 있었습니다.,2021.07.27
쉽게 배우고 활용하는 교실 속 손그림 그리기,초보자를 위한 최고의 손그림 강의!,5점,"연습에 필요한 재료를 빠르게 배송해주어 1차 감동!
단계별로 자세하고 친절한 설명에서 2차 감동이었습니다!

그림은 그려보고 싶지만 자신이 없어 도전하기 어려웠던 선생님들이 들으면 좋은 강의입니다.
대단한 그림실력을 필요로 하지 않고요! 사물에서 핵심 요소를 뽑아내 직관적으로 이해 가능한 그림으로 표현하도록 도와줍니다. 또, 사물과 인물의 움직임을 어떻게 그려야 하는지 분석적으로 지도해주시기 때문에 다 수강한 후에도 스스로 적용할 수 있어요! 간단한 손그림에서 끝나는 것이 아니라 컴퓨터를 어떻게 사용해서 보정하고 다듬어야 하는지, 교직에서 어떻게 활용 가능한지 알려주시기 때문에 매우 유익했습니다!",2021.07.26
강의의 품격,제목처럼 연수에서 강의의 품격이 느껴지네요,5점,"수업과 강의가 비슷하다는 점이 인상적이고요. 여러 형태의 강의와 실제적인 강의의 특징, 짜는 법, 꿀팁을 최고의 강사님이 주시니 완전 유용합니다. 즐겁게 잘 들었어요. 복습 계속 하렵니다~!",2021.07.26
교과수업에 활용하는 진로교육,진로 교육의 중요성,5점,"급변하는 세상. 그리고 급변하는 직업들..
학생이 세상에 적응하기 위해서 그리고 직업을 얻기 위해서 많은 노력이 필요하다고 생각이 들었습니다.
사실 진로 시간에 들어가면 여러 가지 직업에 관한 동영상을 보여주기에 급급했는데요.
강으를 들으면서 많은 생각을 하게 되었습니다.
특히 다른 교과와 연계하여 학생에게 진로 교육을 시키는 방법이 좋았습니다.
그렇게 하면 학생들이 구체적으로 자신이 좋아하는 일을 찾기에 수월하고 또 많은 고민을 할 수 있다고 생각이 들었습니다.
저 역시도 강의를 한번듣는 것으로 끝내지 않고 여러번 들으면서 내가 할 수 있는 여러가지 진로 교육에 대한 방법등을 찾아 보아야 겠다는 생각이 드네요.
재미있게 그리고 유익하게 잘 들었습니다. 감사합니다.",2021.07.26
같이 읽고 함께 나누는 독서수업방법,독서수업 이 연수로 한방에 해결~!!,5점,"코로나로 인해 독서교육의 필요성은 더욱 중요해졌습니다. 학생들이 집에 머무는 시간이 크게 늘어났고 이에 교육격차가 더욱 커지고 있습니다. 자기주도학습이 가능하거나 부모의 보살핌이 있는 학생들과 자기주도학습이 어렵고, 부모님이 교육에 잘 실피지 못하는 학생들의 격차가 점점 늘고 있습니다. 이러한 상황에서 독서에 흥미를 갖고 독서하는 습관을 들이기 위해 독서 교육방법을 찾아보던 차에 이 연수를 듣게 되었습니다. 바로 수업에 적용할 수 있는 구체적인 방법들이 제시되어 있어 2학기에 바로 적용해보고자 합니다. 독서교육에 고민하시는 선생님들께 이 강좌를 추천합니다!",2021.07.25
